valorização_mean,valorização_median,valorização_q1,valorização_q3,valorização_count,bom negócio_mean,bom negócio_median,bom negócio_q1,bom negócio_q3,bom negócio_count,lucro_mean,lucro_median,lucro_q1,lucro_q3,lucro_count,neutro_mean,neutro_median,neutro_q1,neutro_q3,neutro_count,desvalorização_mean,desvalorização_median,desvalorização_q1,desvalorização_q3,desvalorização_count,mau negócio_mean,mau negócio_median,mau negócio_q1,mau negócio_q3,mau negócio_count,prejuízo_mean,prejuízo_median,prejuízo_q1,prejuízo_q3,prejuízo_count,governo_mean,governo_median,governo_q1,governo_q3,governo_count,has_tweets,Open,High,Low,Close,Adj Close,Volume,Receita Líquida - (R$),Custos - (R$),Lucro Bruto - (R$),Despesas/Receitas Operacionais - (R$),EBITDA - (R$),EBIT - (R$),Resultado Financeiro - (R$),Impostos - (R$),Lucro Líquido - (R$),Lucro atribuído a Controladora,Lucro atribuído a Não Controladores,Dívida Bruta - (R$),Margem Bruta - (%),Margem Ebitda - (%),Margem Líquida - (%),hasRise
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.13481005503979993,0.1228997146415395,0.23512537888241802,0.1544390103920437,-1.0553315532721022,-0.661606777675479,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.15219315138268538,0.05353475700978527,0.16031100344004556,0.0899501627248205,-1.0820192774004647,-0.5356434691479016,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.08762702664207517,0.15015031808796364,0.15532375893469422,0.21892785805926607,-1.0286436457317791,-0.25819729648491585,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.28380876800629395,0.1724461804513825,0.2500880637088237,0.22388817473601302,-1.0265912658944079,-0.8666853046351684,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.20682628120758115,0.3631989870460066,0.31243313874987966,0.313180498134774,-0.9896388913997821,0.3144932440848788,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.26394230452101874,0.3260393739436819,0.35482780880400494,0.27597552108094137,-1.0050359586551567,-0.09943256905978952,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.28629213514868374,0.20465105247069534,0.2675446086154923,0.1668405117143377,-1.0501996866188716,-0.44542592266263054,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.16212661995224947,0.04362574735388796,0.03811471343819567,0.06266629211143318,-1.0933103010973735,-0.180501107822082,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,-0.08372104329823422,-0.06289882338019101,-0.0591434514161984,-0.03158634796407636,-1.1323157890772122,-0.14013057264508327,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
-0.24025740492861686,-0.30078911970366845,-0.36797100448796805,0.05385521236036038,-0.5914601288655094,-0.06566903301898006,-0.20474924387175678,-0.016239289920747475,-0.1269052809345144,-0.5914601288655094,0.4663674038431225,0.4939298404808547,0.027624070592710104,0.8819518296945956,-0.5914601288655094,-0.29530542192042963,-0.09544339440806285,-0.0821632014717544,-0.17154140567801981,-0.5914601288655094,-0.07774140853411843,0.011296257726525186,-0.01829591066077311,-0.045363591055145695,-0.5914601288655094,-0.16481244307421677,0.2516819133845476,0.15529664134427784,-0.06102881794994973,-0.5914601288655094,-1.1309712531885532,-0.7096387391612528,-0.40483839821002504,-1.307136997359348,-0.5914601288655094,2.20099094530094,1.896232173487264,2.5309653387500077,1.2782056888074318,-0.5914601288655094,-1.0406118047460329,0.07521066458397177,0.10308122281962662,0.08300324357258472,0.05026479078913834,-1.0984429013984456,-0.016330279130191253,2.0125641462118717,1.2755252845708285,2.0407189350879484,0.5913428018829536,2.498474092845029,2.443187881236896,0.2602945065188107,1.4156733229343101,3.223230790655026,3.22753220057185,-2.267073296648229,-0.29286466344311085,0.9141213453254475,1.514197646479841,1.1952420218257132,
