valorização_mean,valorização_median,valorização_q1,valorização_q3,valorização_count,bom negócio_mean,bom negócio_median,bom negócio_q1,bom negócio_q3,bom negócio_count,lucro_mean,lucro_median,lucro_q1,lucro_q3,lucro_count,neutro_mean,neutro_median,neutro_q1,neutro_q3,neutro_count,desvalorização_mean,desvalorização_median,desvalorização_q1,desvalorização_q3,desvalorização_count,mau negócio_mean,mau negócio_median,mau negócio_q1,mau negócio_q3,mau negócio_count,prejuízo_mean,prejuízo_median,prejuízo_q1,prejuízo_q3,prejuízo_count,governo_mean,governo_median,governo_q1,governo_q3,governo_count,has_tweets,Open,High,Low,Close,Adj Close,Volume,Receita Líquida - (R$),Custos - (R$),Lucro Bruto - (R$),Despesas/Receitas Operacionais - (R$),EBITDA - (R$),EBIT - (R$),Resultado Financeiro - (R$),Impostos - (R$),Lucro Líquido - (R$),Lucro atribuído a Controladora,Lucro atribuído a Não Controladores,Dívida Bruta - (R$),Margem Bruta - (%),Margem Ebitda - (%),Margem Líquida - (%),hasRise,Date
1.1134797753872494,0.7991933474643789,1.1010362503428197,0.5614412983227376,-0.41331449986368457,0.8268418301234703,0.42648469382508547,0.7648021201943731,0.49675699586092636,-0.41331449986368457,0.5954815337970369,1.0808499949343195,0.34844775275409334,0.9846016880338762,-0.41331449986368457,-0.2230709087123084,-0.12610221534237534,-0.11746126544125308,-0.1851828017321454,-0.41331449986368457,-1.4726033459858694,-1.1180869028597364,-0.7916532191419068,-1.5672698847943343,-0.41331449986368457,-0.6487377288008659,-0.4651774381164638,-0.30607017192660735,-0.605162103239689,-0.41331449986368457,-0.21960127488211495,-0.8604659930871342,-0.5903604058967822,-0.1488607481968115,-0.41331449986368457,1.2969490553487786,1.4798862619729065,1.158382520538614,1.2889294365268618,-0.41331449986368457,0.46911056790387273,1.3094964815341685,1.485935720124256,1.4048520842521885,1.5429676613843293,1.0122822279735764,-0.20494254324328606,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,1,2022-06-01
0.2608926966835108,0.00017281444504453289,0.48046759106231696,-0.40734525274663735,-0.816469911114937,1.3664082692799748,1.190028935862263,1.5828853746240974,0.7243673099142333,-0.816469911114937,1.1604503478975141,1.0768604696987327,1.5754241643717277,0.5124122902855898,-0.816469911114937,-0.22205689603267706,-0.12011698078544196,-0.11136462092433885,-0.18630992430582047,-0.816469911114937,1.8565815661028027,1.5040226438030224,2.2277443930561733,1.0222866007524738,-0.816469911114937,-0.8105642184071585,-0.5398530378957087,-0.3596905235708629,-0.7782783312050128,-0.816469911114937,-1.3159182505934306,-0.9587715385947599,-0.6410308712910939,-1.3714205606901655,-0.816469911114937,-1.0242291924806077,-0.7867433308714875,-0.3370283527016505,-1.3007485978238957,-0.816469911114937,0.46911056790387273,1.736335097810769,1.6519369835745776,1.7450259958691743,1.7284905097911714,1.1976322420842296,-0.29613282249781847,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,0,2022-06-02
-0.19990417066098273,-0.4894623157263317,-0.2803457566650459,-0.30860132580404215,-0.41331449986368457,1.545882397469848,1.3984009937048305,1.6607414493801171,0.9976560911090121,-0.41331449986368457,0.41359635002070616,1.0547189958563827,0.2770301497920286,0.80791055168984,-0.41331449986368457,-0.22202832526299987,-0.12486143123509752,-0.11632445829025356,-0.1842040587319535,-0.41331449986368457,-0.7050815411228286,-1.1091293345358708,-0.7832838020051551,-0.6740743572918103,-0.41331449986368457,-0.8093575895132655,-0.5421685620866807,-0.3625362029421361,-0.7759697830792814,-0.41331449986368457,-1.1413771545468352,-0.9988305598660193,-0.6895883540508212,-1.1587171826178253,-0.41331449986368457,-1.3684629125291878,-1.2655515529708452,-0.875045137941935,-1.4653574138953847,-0.41331449986368457,0.46911056790387273,1.6803194954760865,1.5999231192679697,1.672455630599443,1.5675551090204134,1.036846158245708,-0.8442137619850895,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,1,2022-06-03
0.31062620470045166,0.04656704068379154,0.33792708428767376,-0.07478879515421269,-0.6148922054893108,0.03142931136243106,-0.016351487475505442,-0.17905218514522456,0.21820253128797612,-0.6148922054893108,-1.242774414994699,-1.0223516912718469,-0.7006178846792801,-1.3831712975361745,-0.6148922054893108,-0.18684344030658204,-0.08085786896874937,-0.09224873437017465,-0.13891249934741237,-0.6148922054893108,1.9566280579367443,1.5827488419529665,2.282529477881169,1.1309493714014627,-0.6148922054893108,0.9296119831115917,1.1207434958509161,0.6191479414845309,1.1513901415332937,-0.6148922054893108,0.7028460835983249,0.7058874880487106,0.35246198387245903,0.8609804400681245,-0.6148922054893108,0.44276348039911656,0.4992070530878051,0.11662924919013735,0.7123655421773666,-0.6148922054893108,0.46911056790387273,1.6960037957513758,1.5977101405921095,1.6940002551694227,1.5776139979010801,1.0468970362038625,-1.1300031987423969,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,1,2022-06-06
-0.22496192273251192,0.18153189330126168,0.03672532974582356,0.5700190710938967,-0.010159088612432074,-0.6524331749665424,-0.4000771316303627,-1.2637954099092519,-0.8174331857591831,-0.010159088612432074,-0.42842262965043465,0.21280637305657452,-0.6515319758106847,-0.2289854182464461,-0.010159088612432074,-0.21405920448389162,-0.11161914339490195,-0.10864054492620853,-0.17181364708167396,-0.010159088612432074,-0.5797469861243347,-0.8155382639240032,-0.7902505677131242,-1.1111344513442136,-0.010159088612432074,-0.23144777830340393,-0.5351165237261628,-0.36159297061437873,-0.7222214560867992,-0.010159088612432074,-0.8392558061467704,-0.8798710830816778,-0.6402142200237158,-1.2917728667035546,-0.010159088612432074,0.24357284427127834,-0.18716005855299284,0.21710201135099322,-0.15767299611826213,-0.010159088612432074,0.46911056790387273,1.5391599382682144,1.7194442315904652,1.644107804631361,1.8089582101765491,1.2780242853073502,-0.1440210660413555,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,0,2022-06-07
0.6463176016982692,0.3597189424843382,0.6045588508451087,0.27133110211485895,-0.6148922054893108,-0.0022765801925555573,-0.04681049020504,-0.2779953424990898,0.26746991211224314,-0.6148922054893108,0.7466804603165799,0.7154332768430789,0.501691990066458,0.8503821713801033,-0.6148922054893108,-0.21292743773028353,-0.10993864364331658,-0.10763004379138504,-0.17304621476833845,-0.6148922054893108,-1.0312991640662008,-0.7684395528130421,-0.5900418570119175,-1.0523848949082837,-0.6148922054893108,-0.7113853272226759,-0.44520967777042597,-0.30532460987573623,-0.6673666180598201,-0.6148922054893108,-0.7047913527955063,-0.45484054991339123,-0.36899431579764363,-0.6737820310503092,-0.6148922054893108,-1.2993211884341085,-1.0278860879965848,-0.7533089168331125,-1.3780000071805487,-0.6148922054893108,0.46911056790387273,1.7116880960266674,1.6574706967533595,1.501234519522269,1.4602651260615718,0.9296561014841207,-0.14775361934357883,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,0,2022-06-08
-1.2249438814655376,-1.6557713916311023,-1.6012589354722928,0.13613523611945633,0.7961517338900729,0.7810665055229146,0.9027597088986292,1.0337514602781799,0.7120801835585333,0.7961517338900729,-0.42586782021673786,-0.8667597316488733,-0.5856480956838513,-0.1235841569102021,0.7961517338900729,1.2651051820827952,-0.12053804454119117,-0.11378693826866161,-0.1554123930686274,0.7961517338900729,-0.5249474167288499,-0.8015981024146805,-0.6726030663752846,-1.0802738611165719,0.7961517338900729,-0.23476481531436844,-0.5383124002875718,-0.361817533533289,-0.7108369966547894,0.7961517338900729,-0.5231249846574965,-0.9033833555230801,-0.6780362934131667,-1.21623425424665,0.7961517338900729,-0.2698459859074294,-0.6463439055326199,-0.8944791899748198,-0.7878964428530393,0.7961517338900729,0.46911056790387273,1.4002414838026715,1.288947689255379,1.2290952172072818,1.129454132105563,0.5991535929185838,0.6144386654780016,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,1,2022-06-09
0.31429584104402675,-0.2642470637962798,0.21852193581994245,-0.07218767180343368,-0.41331449986368457,-2.244449163975524,-2.413767808232489,-1.720594787394365,-2.488232007620234,-0.41331449986368457,-1.000896095791942,-0.789161281532082,-0.5263380595582559,-1.1282634685731154,-0.41331449986368457,-0.10464392025988008,-0.0590985331555916,-0.0776144547730196,-0.03220922404373674,-0.41331449986368457,1.9153709023246224,1.5700092596907336,2.2236161841316475,1.127088718012208,-0.41331449986368457,2.1877285844706775,1.5355082601999255,2.0049561016047805,1.797179552808405,-0.41331449986368457,1.2823743262909726,1.3576676630565847,1.217702015469365,1.1387620997307082,-0.41331449986368457,1.0422859881954665,0.4328499103561484,0.6151261104247447,0.9722733656257625,-0.41331449986368457,0.46911056790387273,0.9935685185557666,1.0665057598206422,0.9943752527958429,1.1316889670429393,0.6013856787926372,-0.006422979646272081,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,0,2022-06-10
-0.155776109520689,0.32401671788978076,-0.24739753694524402,0.20756169348821432,-0.41331449986368457,0.48841072220876686,0.3895349292626754,0.20790953007540394,0.6340867522567927,-0.41331449986368457,-1.4653360644381461,-1.3554105554504978,-0.9210442955368651,-1.6172427737582857,-0.41331449986368457,-0.22276673652622633,-0.12423928577852218,-0.11670120900622605,-0.18464044409851835,-0.41331449986368457,-0.164834905888063,-0.14019481081306676,-0.19364205654934252,-0.07073378335625496,-0.41331449986368457,-0.613737347098472,-0.4939325925078162,-0.33437579079972196,-0.5589209617832365,-0.41331449986368457,-0.15584540711210987,0.22202990037091172,0.030921278489579294,-0.06481552359217306,-0.41331449986368457,-0.8097462304319688,-0.528948554355295,-0.48187959418154547,-0.7820918929588978,-0.41331449986368457,0.46911056790387273,0.8512884099767268,0.8318911811795482,0.7358432183840539,0.8321707782001357,0.3021463542098143,0.18641199511409481,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,0,2022-06-13
-3.8440780037565068,-3.8291757872013394,-2.519405236878189,-5.04251182630201,-0.816469911114937,-1.2187846350334053,-1.1461323135856867,-0.5532595571336019,-1.7094975978604678,-0.816469911114937,-1.7911227630300601,-1.5013329078512907,-1.017014373623007,-2.0134077341324534,-0.816469911114937,-0.21534080437499944,-0.11262928075932581,-0.10388188172375197,-0.18033417571289584,-0.816469911114937,-0.5603493778868713,-0.39785098438060745,0.03780272603180293,-0.8586242388075432,-0.816469911114937,-0.722257464894758,-0.45558462377699627,-0.2602505961597427,-0.7130175103738217,-0.816469911114937,-0.9489871257010837,-0.6562026855279964,-0.28396538536240507,-1.0998760210176326,-0.816469911114937,-1.6165228600161972,-1.3059417449228004,-0.8769094883987303,-1.7901635476755258,-0.816469911114937,0.46911056790387273,0.8770559631319952,0.8241444893249106,0.8254224522560312,0.8142895407061579,0.28428167764826373,-0.5009658734090957,-0.33678636679743906,-0.3096293613672118,-0.9160330030037918,-2.9832844879767793,-0.3927676431332529,-1.798491527548818,2.393511883761961,-0.7170746467604904,0.2431450638537584,0.21411733003245856,0.5872821721372373,-0.4605437558687418,-1.4248814481927823,-0.23439923001333965,0.3819449624433253,0,2022-06-14
