Date,Open,High,Low,Close,Adj Close,Volume,stock,Receita Líquida - (R$),Custos - (R$),Lucro Bruto - (R$),Despesas/Receitas Operacionais - (R$),EBITDA - (R$),EBIT - (R$),Resultado Financeiro - (R$),Impostos - (R$),Lucro Líquido - (R$),Lucro atribuído a Controladora,Lucro atribuído a Não Controladores,Dívida Bruta - (R$),Margem Bruta - (%),Margem Ebitda - (%),Margem Líquida - (%)
2022-06-30,0.8932590286919754,0.905557499024528,0.8837451677847121,0.8882700474529029,0.7576800267962669,1.0461710124948114,VALE3,-0.0308,0.2152,-0.2135,-2.5978,-0.1356,-0.4131,3.9266,-0.5996,0.3075,0.3032,1.1538,-0.0054,-0.1886,-0.108,0.3489
2022-07-01,0.8762036721649529,0.8879219934043227,0.8562478357269868,0.8713307384481818,0.7432310923090324,1.0175978430170345,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-04,0.8585682550630711,0.8702865763024409,0.8536953213463,0.8663417572091093,0.7389755738996995,0.4750465556439912,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-05,0.862512985638079,0.8634411887798422,0.8419770001069301,0.862048972585521,0.7353137478870676,1.0081229602153936,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-06,0.8661097506828304,0.875391516545491,0.8532312197754184,0.8701705287801396,0.7422413689323345,0.8811793334831238,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-07,0.8963916921658451,0.907529864312032,0.891982771501632,0.8954634890240819,0.7638158514365108,1.3043653770721546,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-08,0.8914027109267727,0.9033530386924216,0.8736512463025896,0.8748114559706317,0.7461999083658314,0.919657716050558,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-11,0.8603086138242961,0.8604246613465973,0.8418609525846288,0.8449936160584985,0.7207659826914811,0.8407359028748348,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-12,0.835363707628934,0.8489383466335065,0.824457542009026,0.8475461304391855,0.7229431793799044,0.8553290503410272,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-13,0.8463858322528197,0.8543914294434605,0.8389603841553617,0.8446455620099182,0.7204690922339688,0.8751623259161656,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-14,0.8179602970533312,0.8217890686243615,0.7838495839992862,0.788374463667477,0.6724706508646116,2.197951932487652,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-15,0.7831534759021257,0.7946397020968928,0.7732915609462822,0.7932474859025718,0.6766272500472688,1.393394239667313,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-18,0.8166840398629878,0.8166840398629878,0.7970761689552784,0.7974243115221823,0.6801901568332251,0.8428113896621717,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-19,0.7913910796190454,0.8036894614332746,0.7888385652383586,0.7991645817650836,0.6816743878249774,0.8296425212023352,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-20,0.7942916480483125,0.7945237430929152,0.7678384781363281,0.7818772187117822,0.6669286513985541,1.5395694412180252,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-21,0.7809490155700191,0.7961480543318389,0.7731755134239808,0.7955679052386561,0.6786066082823409,1.027739166530205,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
2022-07-22,0.8098387408587128,0.8208608654825984,0.8002088324291482,0.802993353336114,0.6849403156350977,1.0618875885890118,VALE3,-0.0526,0.1248,-0.2563,0.2014,-0.4407,-0.2688,2.0214,-0.0496,-0.233,-0.2246999999999999,-1.2302,-0.001,-0.215,-0.4097,-0.1903999999999999
